timestamp,yaw, pitch, roll
1448774414835,-58.7,-71,1.8
1448774415127,-130,54,27.3
1448774415419,-38,-55,1.2
1448774415711,-143,40.3,27.5
1448774416004,-25.2,-39,1.7
1448774416285,-147,25,26.6
1448774416578,-17.9,-22,3.4
1448774416870,-148,9.1,24.5
1448774417163,-13.8,-6.3,6.2
1448774417455,-147,-7.2,21.7
1448774417748,-11.7,9.8,9.7
