timestamp,yaw, pitch, roll
1448774118380,-146,-3.6,11.6
1448774118671,0.6,7.5,3
1448774118964,-143,-20,6.6
1448774119256,0.8,25.5,9.6
1448774119548,-138,-39,1.2
1448774119830,-1.4,42.6,16
1448774120122,-128,-58,-3.6
1448774120415,-9.8,57.1,21.3
1448774120707,-106,-75,-7.3
1448774121000,-45.6,64.5,25
