timestamp,yaw, pitch, roll
1448785213304,-25.4,20,21
1448785213595,-145,-18,19
1448785213887,-24.7,8.9,20
1448785214180,-145,-6.2,20.2
1448785214473,-25.2,-3.3,19
1448785214754,-144,6.1,21.5
1448785215046,-27.3,-15,18.1
1448785215338,-141,18.1,22.8
1448785215631,-31.2,-27,17.4
